leverage,fixed_final_nav,defense_final_nav,defense_min_nav,improvement_ratio
1.5,0.0,126.95850484437052,0.9332135326846346,1.2695850484437051e+32
2.0,0.0,460.90001947738176,0.9100877699309559,4.6090001947738174e+32
3.0,0.0,3492.9856476129926,0.8628004803835108,3.4929856476129925e+33
5.0,0.0,21181.106580639585,0.7652851941826175,2.1181106580639583e+34
