cap_tier,events,1d_win,1d_med,1d_n,5d_win,5d_med,5d_n,10d_win,10d_med,10d_n,21d_win,21d_med,21d_n,126d_win,126d_med,126d_n,252d_win,252d_med,252d_n
Large (10-200B),328,0.45121951219512196,-0.00491468646728993,328,0.4634146341463415,-0.007561049580984691,328,0.5351681957186545,0.006475809715817071,327,0.5871559633027523,0.02491286836366413,327,0.6666666666666666,0.13378245983996906,327,0.7630769230769231,0.2946065872114503,325
Mega (>200B),664,0.4126506024096386,-0.008490766604314137,664,0.49849397590361444,-0.0003129992999432729,664,0.5082956259426847,0.0028709299874121186,663,0.5688350983358548,0.02810649974544588,661,0.6172839506172839,0.11297201436294069,648,0.7040498442367601,0.2966206162984132,642
